CodigoFaculdade;CodigoCurso;CNAEF_1D;CNAEF_1D_Nome;CNAEF_2D;CNAEF_2D_Nome;CNAEF_3D;CNAEF_3D_Nome
0702;5208;300;Ciências Sociais, Comércio e Direito;380;Direito;380;Direito
0702;6399;300;Ciências Sociais, Comércio e Direito;380;Direito;380;Direito
0702;6400;300;Ciências Sociais, Comércio e Direito;380;Direito;380;Direito
0702;6404;300;Ciências Sociais, Comércio e Direito;380;Direito;380;Direito
0702;6444;300;Ciências Sociais, Comércio e Direito;380;Direito;380;Direito
0702;9078;300;Ciências Sociais, Comércio e Direito;380;Direito;380;Direito
0702;9279;300;Ciências Sociais, Comércio e Direito;380;Direito;380;Direito
0702;M468;300;Ciências Sociais, Comércio e Direito;380;Direito;380;Direito
0703;0082;700;Saúde e Protecção Social;720;Saúde;727;Ciências Farmacêuticas
0703;5345;700;Saúde e Protecção Social;720;Saúde;727;Ciências Farmacêuticas
0703;6267;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica
0703;6544;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;524;Tecnologia dos Processos Químicos
0703;9494;700;Saúde e Protecção Social;720;Saúde;727;Ciências Farmacêuticas
0703;9612;700;Saúde e Protecção Social;720;Saúde;727;Ciências Farmacêuticas
0703;M385;700;Saúde e Protecção Social;720;Saúde;727;Ciências Farmacêuticas
0704;0124;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia
0704;0360;200;Artes e Humanidades;220;Humanidades;226;Filosofia e Ética
0704;0361;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos
0704;0389;400;Ciências, Matemática e Informática;310;Ciências Sociais e do Comportamento;443;Ciências da Terra
0704;0389;400;Ciências, Matemática e Informática;140;Formação de Professores/Formadores e Ciências da Educação;443;Ciências da Terra
0704;0389;400;Ciências, Matemática e Informática;440;Ciências Físicas;443;Ciências da Terra
0704;0390;100;Educação;310;Ciências Sociais e do Comportamento;145;Formação de Professores de Áreas Disciplinares Específicas
0704;0390;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;145;Formação de Professores de Áreas Disciplinares Específicas
0704;0398;400;Ciências, Matemática e Informática;440;Ciências Físicas;443;Ciências da Terra
0704;0401;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos
0704;0453;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia
0704;0459;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia
0704;0468;200;Artes e Humanidades;210;Artes;211;Belas-Artes
0704;0504;200;Artes e Humanidades;220;Humanidades;223;Língua e Literatura Materna
0704;0507;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;0508;200;Artes e Humanidades;220;Humanidades;223;Língua e Literatura Materna
0704;0520;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;0522;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;0524;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;0528;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;0530;200;Artes e Humanidades;220;Humanidades;223;Língua e Literatura Materna
0704;0532;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;0534;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;0536;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;0538;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;0540;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;0552;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;0669;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos
0704;0799;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;1049;200;Artes e Humanidades;210;Artes;212;Artes do Espectáculo
0704;1100;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem
0704;1393;100;Educação;310;Ciências Sociais e do Comportamento;145;Formação de Professores de Áreas Disciplinares Específicas
0704;1524;100;Educação;220;Humanidades;145;Formação de Professores de Áreas Disciplinares Específicas
0704;1528;100;Educação;220;Humanidades;145;Formação de Professores de Áreas Disciplinares Específicas
0704;1529;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;1531;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;1533;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;1535;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;1536;100;Educação;220;Humanidades;145;Formação de Professores de Áreas Disciplinares Específicas
0704;1545;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;1579;200;Artes e Humanidades;210;Artes;211;Belas-Artes
0704;4019;200;Artes e Humanidades;210;Artes;211;Belas-Artes
0704;4290;200;Artes e Humanidades;210;Artes;211;Belas-Artes
0704;4313;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;4317;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;4318;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;4321;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;4335;200;Artes e Humanidades;210;Artes;212;Artes do Espectáculo
0704;4348;200;Artes e Humanidades;220;Humanidades;226;Filosofia e Ética
0704;4348;200;Artes e Humanidades;210;Artes;226;Filosofia e Ética
0704;4438;400;Ciências, Matemática e Informática;310;Ciências Sociais e do Comportamento;443;Ciências da Terra
0704;4450;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos
0704;4498;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia
0704;4503;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia
0704;4516;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia
0704;4531;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia
0704;4576;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;4588;200;Artes e Humanidades;220;Humanidades;223;Língua e Literatura Materna
0704;4593;200;Artes e Humanidades;220;Humanidades;223;Língua e Literatura Materna
0704;4618;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;4653;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;4729;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia
0704;4878;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia
0704;5147;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;5326;200;Artes e Humanidades;210;Artes;212;Artes do Espectáculo
0704;5330;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos
0704;5344;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;5353;200;Artes e Humanidades;210;Artes;212;Artes do Espectáculo
0704;5355;200;Artes e Humanidades;220;Humanidades;226;Filosofia e Ética
0704;5403;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia
0704;5616;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;5826;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia
0704;6011;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia
0704;6012;200;Artes e Humanidades;210;Artes;211;Belas-Artes
0704;6106;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;6118;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;6123;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;6158;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia
0704;6169;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia
0704;6180;200;Artes e Humanidades;220;Humanidades;223;Língua e Literatura Materna
0704;6633;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;6721;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;322;Biblioteconomia, Arquivo e Documentação (BAD)
0704;6722;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos
0704;6725;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia
0704;6727;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia
0704;6728;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;313;Ciência Política e Cidadania
0704;8033;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;8104;200;Artes e Humanidades;210;Artes;212;Artes do Espectáculo
0704;8413;200;Artes e Humanidades;220;Humanidades;229;Humanidades - programas não classificados noutra área de formação
0704;8561;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;9006;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia
0704;9025;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos
0704;9025;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;312;Sociologia e Outros Estudos
0704;9040;200;Artes e Humanidades;220;Humanidades;223;Língua e Literatura Materna
0704;9131;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos
0704;9132;200;Artes e Humanidades;210;Artes;212;Artes do Espectáculo
0704;9135;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos
0704;9138;200;Artes e Humanidades;220;Humanidades;223;Língua e Literatura Materna
0704;9139;200;Artes e Humanidades;220;Humanidades;226;Filosofia e Ética
0704;9143;400;Ciências, Matemática e Informática;440;Ciências Físicas;443;Ciências da Terra
0704;9181;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia
0704;9182;200;Artes e Humanidades;210;Artes;211;Belas-Artes
0704;9198;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;9199;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;9200;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;9201;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;9202;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;9203;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;9204;200;Artes e Humanidades;320;Informação e Jornalismo;222;Línguas e Literaturas Estrangeiras
0704;9204;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;9252;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0704;9341;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia
0704;9914;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos
0704;9919;200;Artes e Humanidades;220;Humanidades;223;Língua e Literatura Materna
0704;M382;200;Artes e Humanidades;220;Humanidades;223;Língua e Literatura Materna
0704;M418;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem
0704;M437;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
0705;0580;700;Saúde e Protecção Social;720;Saúde;721;Medicina
0705;1184;700;Saúde e Protecção Social;720;Saúde;726;Terapia e Reabilitação
0705;4225;700;Saúde e Protecção Social;720;Saúde;723;Enfermagem
0705;4650;700;Saúde e Protecção Social;720;Saúde;721;Medicina
0705;4689;700;Saúde e Protecção Social;720;Saúde;721;Medicina
0705;4710;700;Saúde e Protecção Social;720;Saúde;726;Terapia e Reabilitação
0705;6680;700;Saúde e Protecção Social;720;Saúde;723;Enfermagem
0705;6766;700;Saúde e Protecção Social;720;Saúde;721;Medicina
0705;9813;700;Saúde e Protecção Social;720;Saúde;721;Medicina
0706;0080;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação
0706;0695;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia
0706;4078;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação
0706;4756;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia
0706;5140;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação
0706;5715;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia
0706;6031;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação
0706;9026;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação
0706;9555;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia
0707;4082;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos
0707;5102;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos
0707;5419;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos
0707;6009;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos
0708;6723;400;Ciências, Matemática e Informática;440;Ciências Físicas;443;Ciências da Terra
0708;6724;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
0708;6729;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos
0708;6730;400;Ciências, Matemática e Informática;440;Ciências Físicas;443;Ciências da Terra
0708;8411;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
0708;9143;400;Ciências, Matemática e Informática;440;Ciências Físicas;443;Ciências da Terra
0709;6031;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação
0709;6436;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;145;Formação de Professores de Áreas Disciplinares Específicas
0709;6449;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;145;Formação de Professores de Áreas Disciplinares Específicas
0709;6457;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;145;Formação de Professores de Áreas Disciplinares Específicas
0709;6459;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;145;Formação de Professores de Áreas Disciplinares Específicas
0709;6959;400;Ciências, Matemática e Informática;480;Informática;481;Ciências Informáticas
0709;9026;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação
0709;9281;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação
0709;M112;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;146;Formação de Professores e Formadores de Áreas Tecnológicas
0709;M469;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;145;Formação de Professores de Áreas Disciplinares Específicas
0710;8505;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia
0710;9343;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia
0710;9555;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia
0800;4048;500;Engenharia, Indústrias Transformadoras e Construção;540;Indústrias Transformadoras;541;Indústrias Alimentares
0800;4107;500;Engenharia, Indústrias Transformadoras e Construção;540;Indústrias Transformadoras;541;Indústrias Alimentares
0800;4714;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
0801;0586;600;Agricultura;640;Ciências Veterinárias;640;Ciências Veterinárias
0801;4081;600;Agricultura;640;Ciências Veterinárias;640;Ciências Veterinárias
0801;4732;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal
0801;4816;600;Agricultura;640;Ciências Veterinárias;640;Ciências Veterinárias
0801;5218;600;Agricultura;640;Ciências Veterinárias;640;Ciências Veterinárias
0801;6095;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal
0801;6240;500;Engenharia, Indústrias Transformadoras e Construção;540;Indústrias Transformadoras;541;Indústrias Alimentares
0801;8047;600;Agricultura;640;Ciências Veterinárias;640;Ciências Veterinárias
0801;9847;600;Agricultura;640;Ciências Veterinárias;640;Ciências Veterinárias
0802;0021;200;Artes e Humanidades;210;Artes;214;Design
0802;0022;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
0802;0023;200;Artes e Humanidades;210;Artes;214;Design
0802;0026;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
0802;0027;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
0802;0028;200;Artes e Humanidades;210;Artes;214;Design
0802;4013;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
0802;4109;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
0802;4128;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
0802;4266;200;Artes e Humanidades;210;Artes;214;Design
0802;4797;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
0802;4949;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
0802;5030;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
0802;6487;200;Artes e Humanidades;210;Artes;213;Áudio-Visuais e Produção dos Media
0802;6620;200;Artes e Humanidades;210;Artes;214;Design
0802;8073;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
0802;8182;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
0802;8359;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
0802;9069;200;Artes e Humanidades;210;Artes;214;Design
0802;9071;200;Artes e Humanidades;210;Artes;214;Design
0802;9257;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
0802;9518;200;Artes e Humanidades;210;Artes;214;Design
0802;G004;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
0803;0025;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
0803;0201;500;Engenharia, Indústrias Transformadoras e Construção;540;Indústrias Transformadoras;541;Indústrias Alimentares
0803;0205;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal
0803;0209;500;Engenharia, Indústrias Transformadoras e Construção;540;Indústrias Transformadoras;541;Indústrias Alimentares
0803;0213;800;Serviços;850;Protecção do Ambiente;851;Tecnologia de Protecção do Ambiente
0803;0276;600;Agricultura;620;Agricultura, Silvicultura e Pescas;623;Silvicultura e Caça
0803;0347;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal
0803;1250;600;Agricultura;620;Agricultura, Silvicultura e Pescas;623;Silvicultura e Caça
0803;4008;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal
0803;4253;600;Agricultura;620;Agricultura, Silvicultura e Pescas;623;Silvicultura e Caça
0803;4750;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal
0803;4885;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal
0803;5035;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
0803;5258;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal
0803;5274;800;Serviços;850;Protecção do Ambiente;851;Tecnologia de Protecção do Ambiente
0803;5291;600;Agricultura;620;Agricultura, Silvicultura e Pescas;623;Silvicultura e Caça
0803;5309;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica
0803;5431;500;Engenharia, Indústrias Transformadoras e Construção;540;Indústrias Transformadoras;541;Indústrias Alimentares
0803;6095;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal
0803;6424;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica
0803;6425;600;Agricultura;850;Protecção do Ambiente;623;Silvicultura e Caça
0803;6425;600;Agricultura;620;Agricultura, Silvicultura e Pescas;623;Silvicultura e Caça
0803;6631;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal
0803;6697;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal
0803;6777;800;Serviços;850;Protecção do Ambiente;852;Ambientes Naturais e Vida Selvagem
0803;6998;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
0803;8030;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal
0803;8258;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
0803;8377;600;Agricultura;620;Agricultura, Silvicultura e Pescas;623;Silvicultura e Caça
0803;8868;600;Agricultura;620;Agricultura, Silvicultura e Pescas;623;Silvicultura e Caça
0803;9011;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica
0803;9027;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal
0803;9031;800;Serviços;850;Protecção do Ambiente;851;Tecnologia de Protecção do Ambiente
0803;9086;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal
0803;9087;500;Engenharia, Indústrias Transformadoras e Construção;540;Indústrias Transformadoras;541;Indústrias Alimentares
0803;9099;800;Serviços;850;Protecção do Ambiente;851;Tecnologia de Protecção do Ambiente
0803;9129;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal
0803;9417;800;Serviços;850;Protecção do Ambiente;851;Tecnologia de Protecção do Ambiente
0803;9520;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal
0803;9567;500;Engenharia, Indústrias Transformadoras e Construção;540;Indústrias Transformadoras;541;Indústrias Alimentares
0803;M432;500;Engenharia, Indústrias Transformadoras e Construção;540;Indústrias Transformadoras;541;Indústrias Alimentares
0804;0016;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos
0804;0093;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;313;Ciência Política e Cidadania
0804;0112;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem
0804;0423;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
0804;0626;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação
0804;0732;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;313;Ciência Política e Cidadania
0804;0762;300;Ciências Sociais, Comércio e Direito;760;Serviços Sociais;312;Sociologia e Outros Estudos
0804;0762;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos
0804;4054;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos
0804;4478;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
0804;4804;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;313;Ciência Política e Cidadania
0804;4846;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos
0804;5419;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos
0804;6008;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos
0804;6057;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem
0804;6153;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
0804;6244;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos
0804;6426;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação
0804;6698;800;Serviços;860;Serviços de Segurança;863;Segurança Militar
0804;8111;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
0804;8363;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
0804;9002;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
0804;9019;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;313;Ciência Política e Cidadania
0804;9019;300;Ciências Sociais, Comércio e Direito;760;Serviços Sociais;313;Ciência Política e Cidadania
0804;9023;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem
0804;9229;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;313;Ciência Política e Cidadania
0804;9238;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação
0804;9240;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos
0804;9267;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;313;Ciência Política e Cidadania
0804;9329;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;313;Ciência Política e Cidadania
0804;9448;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos
0805;0156;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;314;Economia
0805;0416;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
0805;0570;400;Ciências, Matemática e Informática;460;Matemática e Estatística;461;Matemática
0805;0654;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;343;Finanças, Banca e Seguros
0805;4045;400;Ciências, Matemática e Informática;460;Matemática e Estatística;462;Estatística
0805;4136;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;313;Ciência Política e Cidadania
0805;4156;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;314;Economia
0805;4182;800;Serviços;850;Protecção do Ambiente;851;Tecnologia de Protecção do Ambiente
0805;4393;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;343;Finanças, Banca e Seguros
0805;4464;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
0805;4474;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
0805;4481;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
